"Estacion","Fecha inicial","Fecha final","PM10"
"ALMACÉN GENERAL DE EPM","2024-07-28","","19.20833333"
"ALMACÉN GENERAL DE EPM","2024-07-27","","24.18181818"
"ALMACÉN GENERAL DE EPM","2024-07-26","","37.45833333"
"ALMACÉN GENERAL DE EPM","2024-07-25","","39.16666667"
"ALMACÉN GENERAL DE EPM","2024-07-24","","38.79166667"
"ALMACÉN GENERAL DE EPM","2024-07-23","","40.91666667"
"ALMACÉN GENERAL DE EPM","2024-07-22","","29.08695652"
"ALMACÉN GENERAL DE EPM","2024-07-21","","15.5"
"ALMACÉN GENERAL DE EPM","2024-07-20","","22.7826087"
"ALMACÉN GENERAL DE EPM","2024-07-19","","35.66666667"
"ALMACÉN GENERAL DE EPM","2024-07-18","","33.04166667"
"ALMACÉN GENERAL DE EPM","2024-07-17","","36.69565217"
"ALMACÉN GENERAL DE EPM","2024-07-16","","31.33333333"
"ALMACÉN GENERAL DE EPM","2024-07-15","","22.625"
"ALMACÉN GENERAL DE EPM","2024-07-14","","15.6"
"ALMACÉN GENERAL DE EPM","2024-07-13","","34.7826087"
"ALMACÉN GENERAL DE EPM","2024-07-12","","39.65217391"
"ALMACÉN GENERAL DE EPM","2024-07-11","","42.95833333"
"ALMACÉN GENERAL DE EPM","2024-07-10","","23.65217391"
"ALMACÉN GENERAL DE EPM","2024-07-09","","28.6"
"ALMACÉN GENERAL DE EPM","2024-07-08","","29.04761905"
"ALMACÉN GENERAL DE EPM","2024-07-07","","29.72727273"
"ALMACÉN GENERAL DE EPM","2024-07-06","","30.2173913"
"ALMACÉN GENERAL DE EPM","2024-07-05","","31.59090909"
"ALMACÉN GENERAL DE EPM","2024-07-04","","26.95652174"
"ALMACÉN GENERAL DE EPM","2024-07-03","","32.26086957"
"ALMACÉN GENERAL DE EPM","2024-07-02","","29.625"
"ALMACÉN GENERAL DE EPM","2024-07-01","","27.76190476"
"ALMACÉN GENERAL DE EPM","2024-06-30","","18.83333333"
"ALMACÉN GENERAL DE EPM","2024-06-29","","30.28571429"
"ALMACÉN GENERAL DE EPM","2024-06-28","","23.14285714"
"ALMACÉN GENERAL DE EPM","2024-06-27","","32.13636364"
"ALMACÉN GENERAL DE EPM","2024-06-26","","27.34782609"
"ALMACÉN GENERAL DE EPM","2024-06-25","","23.13043478"
"ALMACÉN GENERAL DE EPM","2024-06-24","","23.625"
"ALMACÉN GENERAL DE EPM","2024-06-23","","22.57894737"
"ALMACÉN GENERAL DE EPM","2024-06-22","","27.45833333"
"ALMACÉN GENERAL DE EPM","2024-06-21","","19.625"
"ALMACÉN GENERAL DE EPM","2024-06-20","","26.63636364"
"ALMACÉN GENERAL DE EPM","2024-06-19","","45.625"
"ALMACÉN GENERAL DE EPM","2024-06-18","","29.0"
"ALMACÉN GENERAL DE EPM","2024-06-17","","24.04761905"
"ALMACÉN GENERAL DE EPM","2024-06-16","","11.68421053"
"ALMACÉN GENERAL DE EPM","2024-06-15","","21.47368421"
"ALMACÉN GENERAL DE EPM","2024-06-14","","40.81818182"
"ALMACÉN GENERAL DE EPM","2024-06-13","","30.42105263"
"ALMACÉN GENERAL DE EPM","2024-06-12","","23.43478261"
"ALMACÉN GENERAL DE EPM","2024-06-11","","27.43478261"
"ALMACÉN GENERAL DE EPM","2024-06-10","","32.56521739"
"ALMACÉN GENERAL DE EPM","2024-06-09","","30.78947368"
"ALMACÉN GENERAL DE EPM","2024-06-08","","24.54166667"
"ALMACÉN GENERAL DE EPM","2024-06-07","","29.7"
"ALMACÉN GENERAL DE EPM","2024-06-06","","26.16666667"
"ALMACÉN GENERAL DE EPM","2024-06-05","","30.61904762"
"ALMACÉN GENERAL DE EPM","2024-06-04","","33.20833333"
"ALMACÉN GENERAL DE EPM","2024-06-03","","22.46153846"
"ALMACÉN GENERAL DE EPM","2024-06-02","","18.35"
"ALMACÉN GENERAL DE EPM","2024-06-01","","26.16666667"
"ALMACÉN GENERAL DE EPM","2024-05-31","","24.41666667"
"ALMACÉN GENERAL DE EPM","2024-05-30","","32.69565217"
"ALMACÉN GENERAL DE EPM","2024-05-29","","27.75"
"ALMACÉN GENERAL DE EPM","2024-05-28","","30.86956522"
"ALMACÉN GENERAL DE EPM","2024-05-27","","35.125"
"ALMACÉN GENERAL DE EPM","2024-05-26","","29.52173913"
"ALMACÉN GENERAL DE EPM","2024-05-25","","27.54545455"
"ALMACÉN GENERAL DE EPM","2024-05-24","","27.13043478"
"ALMACÉN GENERAL DE EPM","2024-05-23","","29.04347826"
"ALMACÉN GENERAL DE EPM","2024-05-22","","49.375"
"ALMACÉN GENERAL DE EPM","2024-05-21","","26.95454545"
"ALMACÉN GENERAL DE EPM","2024-05-20","","37.08333333"
"ALMACÉN GENERAL DE EPM","2024-05-19","","22.625"
"ALMACÉN GENERAL DE EPM","2024-05-18","","24.66666667"
"ALMACÉN GENERAL DE EPM","2024-05-17","","32.04166667"
"ALMACÉN GENERAL DE EPM","2024-05-16","","38.625"
"ALMACÉN GENERAL DE EPM","2024-05-15","","29.55"
"ALMACÉN GENERAL DE EPM","2024-05-14","","38.47826087"
"ALMACÉN GENERAL DE EPM","2024-05-13","","31.04166667"
"ALMACÉN GENERAL DE EPM","2024-05-12","","25.52380952"
"ALMACÉN GENERAL DE EPM","2024-05-11","","38.91666667"
"ALMACÉN GENERAL DE EPM","2024-05-10","","45.39130435"
"ALMACÉN GENERAL DE EPM","2024-05-09","","30.23809524"
"ALMACÉN GENERAL DE EPM","2024-05-08","","28.72727273"
"ALMACÉN GENERAL DE EPM","2024-05-07","","32.33333333"
"ALMACÉN GENERAL DE EPM","2024-05-06","","31.65217391"
"ALMACÉN GENERAL DE EPM","2024-05-05","","18.58333333"
"ALMACÉN GENERAL DE EPM","2024-05-04","","21.59090909"
"ALMACÉN GENERAL DE EPM","2024-05-03","","51.75"
"ALMACÉN GENERAL DE EPM","2024-05-02","","41.91666667"
"ALMACÉN GENERAL DE EPM","2024-05-01","","25.875"
"ALMACÉN GENERAL DE EPM","2024-04-30","","29.75"
"ALMACÉN GENERAL DE EPM","2024-04-29","","27.0"
"ALMACÉN GENERAL DE EPM","2024-04-28","","31.17391304"
"ALMACÉN GENERAL DE EPM","2024-04-27","","46.16666667"
"ALMACÉN GENERAL DE EPM","2024-04-26","","42.63636364"
"ALMACÉN GENERAL DE EPM","2024-04-25","","36.125"
"ALMACÉN GENERAL DE EPM","2024-04-24","","38.79166667"
"ALMACÉN GENERAL DE EPM","2024-04-23","","56.08333333"
"ALMACÉN GENERAL DE EPM","2024-04-22","","34.73913043"
"ALMACÉN GENERAL DE EPM","2024-04-21","","27.82608696"
"ALMACÉN GENERAL DE EPM","2024-04-20","","33.29166667"
"ALMACÉN GENERAL DE EPM","2024-04-19","","57.75"
"ALMACÉN GENERAL DE EPM","2024-04-18","","44.08333333"
"ALMACÉN GENERAL DE EPM","2024-04-17","","51.16666667"
"ALMACÉN GENERAL DE EPM","2024-04-16","","58.70833333"
"ALMACÉN GENERAL DE EPM","2024-04-15","","66.79166667"
"ALMACÉN GENERAL DE EPM","2024-04-14","","63.20833333"
"ALMACÉN GENERAL DE EPM","2024-04-13","","63.04347826"
"ALMACÉN GENERAL DE EPM","2024-04-12","","55.0"
"ALMACÉN GENERAL DE EPM","2024-04-11","","59.125"
"ALMACÉN GENERAL DE EPM","2024-04-10","","56.08333333"
