"Estacion","Fecha inicial","Fecha final","TMPR AIR 10CM"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-26","","19.24677083"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-25","","17.86779861"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-24","","18.63083333"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-23","","18.31345139"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-22","","18.31377083"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-21","","17.88565278"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-20","","17.83545833"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-19","","17.52072222"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-18","","17.79946528"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-17","","18.82447917"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-16","","17.9024375"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-15","","17.95721528"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-14","","19.52190972"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-13","","19.9613125"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-12","","19.01081944"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-11","","19.64050694"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-10","","19.75933333"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-09","","19.94397222"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-08","","18.2829739"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-07","","18.49056945"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-06","","17.23355556"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-05","","17.90808333"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-04","","17.95330556"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-03","","18.02804861"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-02","","16.87594444"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-01","","17.40411111"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-31","","17.60964493"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-30","","17.07205902"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-29","","18.47965278"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-28","","17.74961806"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-27","","17.35649305"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-26","","17.29681944"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-25","","17.03489583"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-24","","16.94013195"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-23","","18.71744445"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-22","","17.53514583"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-21","","16.5270625"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-20","","17.72240278"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-19","","19.11304167"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-18","","19.0178125"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-17","","17.26765972"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-16","","18.50450694"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-15","","19.45401389"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-14","","18.03846528"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-13","","18.34952778"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-12","","18.86875"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-11","","18.76239583"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-10","","19.27743056"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-09","","18.74423611"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-08","","16.81947222"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-07","","18.34822917"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-06","","17.88633333"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-05","","16.85451389"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-04","","16.52622917"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-03","","17.75044445"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-02","","19.91954167"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-01","","19.36393056"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-30","","21.30465942"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-29","","19.75751389"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-28","","19.013125"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-27","","19.74452778"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-26","","19.91446528"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-25","","19.91020833"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-24","","18.76220139"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-23","","19.10003472"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-22","","20.42411806"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-21","","19.80136455"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-20","","19.32279861"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-19","","20.19594444"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-18","","19.50852778"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-17","","19.4625"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-16","","19.94825"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-15","","19.93320139"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-14","","19.55574306"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-13","","19.56007639"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-12","","20.38014583"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-11","","19.72947222"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-10","","18.97925"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-09","","19.43163889"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-08","","19.68177083"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-07","","20.21250695"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-06","","19.99617361"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-05","","20.18458333"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-04","","18.45790278"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-03","","17.37567361"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-02","","17.7725625"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-01","","20.00621528"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-31","","20.40862319"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-30","","21.03316667"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-29","","18.90365278"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-28","","20.41915278"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-27","","20.41803472"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-26","","20.01154861"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-25","","19.39873611"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-24","","18.67683333"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-23","","17.81089624"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-22","","16.70438194"
