"Estacion","Fecha inicial","Fecha final","P"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-09","","603.9583698"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-08","","603.11107464"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-07","","603.63629449"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-06","","603.67844044"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-05","","604.77135429"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-04","","604.97399349"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-03","","604.73382408"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-02","","604.4842617"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-01","","605.08569851"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-31","","605.7568142"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-30","","606.05327373"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-29","","605.71381388"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-28","","605.18194132"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-27","","604.88660706"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-26","","605.09572185"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-25","","604.88109006"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-24","","604.22566058"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-23","","604.1454895"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-22","","603.4871374"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-21","","603.49370155"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-20","","603.35251"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-19","","603.31928815"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-18","","603.48006271"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-17","","604.21776798"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-16","","603.99552493"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-15","","602.66966741"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-14","","602.1112101"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-13","","602.40849275"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-12","","602.51303971"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-11","","602.52297449"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-10","","602.72695258"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-09","","603.05101796"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-08","","603.24673877"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-07","","603.78863986"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-06","","603.38897747"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-05","","603.33502125"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-04","","603.20683297"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-03","","603.4151142"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-02","","603.48693423"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-01","","603.80068975"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-30","","603.58441241"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-29","","603.61758669"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-28","","603.7618363"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-27","","604.50079708"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-26","","603.70679648"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-25","","604.81229682"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-24","","604.66902664"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-23","","604.21997166"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-22","","604.00074498"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-21","","604.24655643"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-20","","604.97108653"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-19","","605.73856485"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-18","","605.3303951"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-17","","604.0016254"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-16","","603.69077165"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-15","","603.82663374"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-14","","602.99732744"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-13","","603.10635993"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-12","","603.30372175"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-11","","602.77482391"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-10","","602.95951592"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-09","","602.92627324"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-08","","603.81574973"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-07","","604.2495103"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-06","","604.17324643"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-05","","603.57576894"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-04","","603.4521026"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-03","","603.40372593"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-02","","603.87300471"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-01","","604.03839502"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-31","","604.11534405"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-30","","604.14186221"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-29","","603.91434317"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-28","","604.31202593"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-27","","604.15131387"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-26","","603.73698112"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-25","","604.11028278"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-24","","604.58622989"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-23","","604.05050221"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-22","","604.88951926"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-21","","605.0571497"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-20","","604.46792429"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-19","","603.76688443"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-18","","603.46858589"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-17","","604.24450384"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-16","","604.76958823"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-15","","604.72622842"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-14","","604.95779675"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-13","","604.14681796"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-12","","603.89491643"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-11","","604.02537093"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-10","","604.26666043"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-09","","604.65629948"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-08","","605.0556337"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-07","","604.78187776"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-06","","605.51088814"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-05","","605.26326374"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-04","","604.63613299"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-03","","603.53337292"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-02","","603.27034363"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-01","","604.11082458"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-30","","603.69447798"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-29","","603.37777153"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-28","","603.56207282"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-27","","604.21648641"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-26","","604.88428878"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-25","","604.22459781"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-24","","603.85453655"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-23","","603.03637889"
