"Estacion","Fecha inicial","Fecha final","VViento"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-20","","0.79271698"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-19","","1.01347439"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-18","","1.01802239"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-17","","0.72651897"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-16","","0.87444637"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-15","","0.74055079"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-14","","0.80162341"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-13","","0.46441347"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-12","","0.73941336"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-11","","0.77069549"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-10","","0.74128443"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-09","","0.50578194"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-08","","0.75930805"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-07","","0.63784333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-06","","0.4763035"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-05","","0.34521611"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-04","","0.52998504"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-03","","0.35573054"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-02","","0.33532257"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-01","","0.36520237"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-30","","0.56019547"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-29","","0.52462314"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-28","","0.39880132"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-27","","0.35270576"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-26","","0.43298064"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-25","","0.56207061"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-24","","0.50632468"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-23","","0.34710604"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-22","","0.64557257"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-21","","0.90414395"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-20","","0.71137452"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-19","","0.37084997"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-18","","0.57694293"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-17","","0.55577839"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-16","","0.57063287"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-15","","0.60557997"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-14","","0.47843028"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-13","","0.71986093"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-12","","0.75449432"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-11","","0.48973967"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-10","","0.49643179"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-09","","0.66421916"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-08","","0.58344503"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-07","","0.94887189"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-06","","0.63858598"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-05","","0.49531628"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-04","","0.35297041"
