"Estacion","Fecha inicial","Fecha final","PM10"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-01","","22.40909091"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-30","","18.40909091"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-29","","25.04166667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-28","","26.08695652"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-27","","33.95652174"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-26","","22.25"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-25","","25.58333333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-24","","27.0"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-23","","20.5"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-22","","25.625"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-21","","24.16666667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-20","","24.58333333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-19","","34.91666667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-18","","26.86363636"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-17","","20.83333333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-16","","11.86363636"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-15","","18.82608696"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-14","","28.70833333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-13","","26.08333333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-12","","24.29166667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-11","","28.04545455"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-10","","26.08333333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-09","","21.85714286"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-08","","23.16666667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-07","","22.83333333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-06","","30.70833333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-05","","28.79166667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-04","","27.16666667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-03","","14.91304348"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-02","","18.52173913"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-01","","22.85"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-28","","28.04347826"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-27","","31.65217391"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-26","","23.5"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-25","","29.7826087"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-24","","28.20833333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-23","","29.5"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-22","","42.30434783"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-21","","31.70833333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-20","","35.29166667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-19","","18.16666667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-18","","24.17391304"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-17","","34.58333333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-16","","32.08333333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-15","","23.83333333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-14","","37.20833333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-13","","19.66666667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-11","","43.6"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-10","","35.04347826"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-09","","23.125"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-08","","25.70833333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-07","","26.45833333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-06","","28.33333333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-05","","16.08333333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-04","","19.95833333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-03","","50.125"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-02","","33.125"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-01","","23.29166667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-30","","28.69565217"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-29","","26.39130435"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-28","","23.875"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-27","","41.27272727"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-26","","35.79166667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-25","","30.95833333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-24","","28.91666667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-23","","39.875"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-22","","26.52173913"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-21","","18.29166667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-20","","24.875"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-19","","46.83333333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-18","","41.08333333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-17","","49.70833333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-16","","58.91666667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-15","","61.08333333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-14","","53.95833333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-13","","53.0"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-12","","42.43478261"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-11","","49.91666667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-10","","36.04166667"
