"Estacion","Fecha inicial","Fecha final","VViento"
"UNIVERSIDAD CES","2024-06-28","","0.65440713"
"UNIVERSIDAD CES","2024-06-27","","0.57933345"
"UNIVERSIDAD CES","2024-06-26","","0.50781148"
"UNIVERSIDAD CES","2024-06-25","","0.70347405"
"UNIVERSIDAD CES","2024-06-24","","0.82883807"
"UNIVERSIDAD CES","2024-06-23","","0.68367619"
"UNIVERSIDAD CES","2024-06-22","","0.62638706"
"UNIVERSIDAD CES","2024-06-21","","0.7857988"
"UNIVERSIDAD CES","2024-06-20","","0.68583301"
"UNIVERSIDAD CES","2024-06-19","","0.85028913"
"UNIVERSIDAD CES","2024-06-18","","0.79962068"
"UNIVERSIDAD CES","2024-06-17","","1.05118991"
"UNIVERSIDAD CES","2024-06-16","","0.57580565"
"UNIVERSIDAD CES","2024-06-15","","0.86189462"
"UNIVERSIDAD CES","2024-06-14","","0.82603062"
"UNIVERSIDAD CES","2024-06-13","","0.81560665"
"UNIVERSIDAD CES","2024-06-12","","0.97721458"
"UNIVERSIDAD CES","2024-06-11","","0.82949539"
"UNIVERSIDAD CES","2024-06-10","","0.72432125"
"UNIVERSIDAD CES","2024-06-09","","0.72408206"
"UNIVERSIDAD CES","2024-06-08","","0.76796593"
"UNIVERSIDAD CES","2024-06-07","","0.915988"
"UNIVERSIDAD CES","2024-06-06","","0.88939221"
"UNIVERSIDAD CES","2024-06-05","","0.83546981"
"UNIVERSIDAD CES","2024-06-04","","0.72644653"
"UNIVERSIDAD CES","2024-06-03","","0.64219509"
"UNIVERSIDAD CES","2024-06-02","","0.94913171"
"UNIVERSIDAD CES","2024-06-01","","0.99867679"
"UNIVERSIDAD CES","2024-05-31","","0.67060137"
"UNIVERSIDAD CES","2024-05-30","","0.70843351"
"UNIVERSIDAD CES","2024-05-29","","0.52358345"
"UNIVERSIDAD CES","2024-05-28","","0.610397"
"UNIVERSIDAD CES","2024-05-27","","0.73056581"
"UNIVERSIDAD CES","2024-05-26","","0.75284248"
"UNIVERSIDAD CES","2024-05-25","","0.75853299"
"UNIVERSIDAD CES","2024-05-24","","0.98709932"
