"Estacion","Fecha inicial","Fecha final","HAire10"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-02-03","","73.8035625"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-02-02","","69.64745139"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-02-01","","66.35958333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-31","","68.35082609"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-30","","68.52474306"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-29","","65.272375"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-28","","69.85374306"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-27","","70.31752083"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-26","","73.76886111"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-25","","71.35053472"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-24","","73.28922222"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-23","","64.72334722"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-22","","65.75415278"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-21","","65.16432785"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-20","","67.30688889"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-19","","71.02854861"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-18","","66.33890278"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-17","","68.31353472"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-16","","67.97926389"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-15","","65.95601389"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-14","","66.80244444"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-13","","65.9286875"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-12","","69.05826389"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-11","","71.43111806"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-10","","72.86977083"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-09","","78.47502778"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-08","","71.88524306"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-07","","78.08727083"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-06","","76.12590278"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-05","","82.62336111"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-04","","83.85263194"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-03","","83.59979861"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-02","","77.36377778"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2025-01-01","","76.13244444"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-31","","76.31205072"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-30","","82.87045833"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-29","","75.61691667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-28","","76.6636875"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-27","","81.55243055"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-26","","83.67379167"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-25","","78.16440972"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-24","","81.00466667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-23","","77.46580556"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-22","","74.7958125"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-21","","79.11251389"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-20","","74.94130556"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-19","","76.26645833"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-18","","68.88201389"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-17","","71.80038194"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-16","","79.04788889"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-15","","80.25198611"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-14","","72.49605556"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-13","","70.63032639"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-12","","70.308375"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-11","","71.56495833"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-10","","69.27595833"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-09","","69.39183333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-08","","64.72713889"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-07","","66.61588889"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-06","","70.810375"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-05","","73.29528472"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-04","","71.75140278"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-03","","73.51611111"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-02","","76.19522917"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-12-01","","69.53445833"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-30","","66.45128985"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-29","","74.02623611"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-28","","73.35605556"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-27","","77.19863194"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-26","","72.62158333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-25","","71.09995833"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-24","","74.54689583"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-23","","81.70181944"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-22","","80.65365278"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-21","","79.25710417"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-20","","80.10013889"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-19","","79.66840972"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-18","","77.93074306"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-17","","76.35002083"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-16","","80.43013889"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-15","","80.391875"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-14","","80.58657639"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-13","","74.88552083"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-12","","73.00809722"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-11","","79.64061806"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-10","","80.33678472"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-09","","79.44465278"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-08","","84.91848611"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-07","","79.05113194"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-06","","71.60300694"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-05","","75.13363194"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-04","","82.46703472"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-03","","71.14169444"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-02","","69.17731944"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-01","","79.63591667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-31","","74.06702174"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-30","","76.32970833"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-29","","68.00722917"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-28","","68.08544444"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-27","","74.7686875"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-26","","72.70897222"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-25","","65.66885694"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-24","","75.52536111"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-23","","74.10992361"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-22","","83.68951389"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-21","","81.93575"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-20","","78.11280556"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-19","","71.99406945"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-18","","71.63703472"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-17","","72.78718056"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-16","","76.10045139"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-15","","72.45720833"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-14","","68.96405556"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-13","","68.55993056"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-12","","65.36058333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-11","","68.33472917"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-10","","83.990875"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-09","","75.46811111"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-08","","83.85738194"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-07","","79.58250694"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-06","","74.871"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-05","","77.96635417"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-04","","71.72920833"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-03","","66.66954167"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-02","","75.8264375"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-01","","75.35961111"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-09-30","","79.90854348"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-09-29","","80.74661806"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-09-28","","77.46428472"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-09-27","","79.23718056"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-09-26","","76.97097222"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-09-25","","67.24042857"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-09-02","","85.46363333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-09-01","","77.80036806"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-31","","64.85471014"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-30","","60.93472917"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-29","","75.90853472"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-28","","64.29484028"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-27","","63.73304167"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-26","","71.74899305"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-25","","76.50640972"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-24","","79.83160417"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-23","","73.59309722"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-22","","70.89709722"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-21","","64.61952083"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-20","","62.54277083"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-19","","61.94983333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-18","","59.61363889"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-17","","60.28078472"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-16","","64.97416667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-15","","61.3304375"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-14","","63.40920139"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-13","","73.80029167"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-12","","71.54025"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-11","","78.4605625"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-10","","75.55897222"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-09","","73.58636806"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-08","","72.15363889"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-07","","71.35229861"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-06","","76.89349306"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-05","","75.70656945"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-04","","68.83710417"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-03","","68.12800695"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-02","","57.04679167"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-01","","57.05052083"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-31","","56.88447101"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-30","","56.49083333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-29","","59.16364583"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-28","","68.31735417"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-27","","71.46294445"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-26","","65.90177083"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-25","","64.35480556"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-24","","59.48021528"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-23","","62.21957639"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-22","","60.73879167"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-21","","63.03538194"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-20","","60.78365278"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-19","","65.63957639"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-18","","63.7386875"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-17","","62.11063889"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-16","","60.163625"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-15","","64.61699306"
