"Estacion","Fecha inicial","Fecha final","P"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-18","","637.78490455"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-17","","637.47921875"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-16","","638.10853234"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-15","","638.63334585"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-14","","637.11582583"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-13","","635.6469502"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-11","","637.30837973"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-10","","634.54659574"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-09","","637.65585146"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-08","","637.72390494"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-07","","636.89129575"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-06","","637.61015252"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-05","","637.88272068"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-04","","637.87272339"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-03","","637.11303868"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-02","","637.16596857"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-05-01","","635.60479703"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-30","","636.65591397"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-29","","637.60195777"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-28","","638.37178045"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-27","","637.99737955"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-26","","638.05171605"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-25","","637.32566476"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-24","","637.53576936"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-23","","638.55731642"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-22","","639.11136117"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-21","","638.54399537"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-20","","638.4919407"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-19","","639.29587607"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-18","","637.24672314"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-17","","636.41422857"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-16","","635.62351004"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-15","","635.42766942"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-14","","635.53644662"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-13","","636.1889587"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-12","","636.69492894"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-11","","636.86204363"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-04-10","","636.19287634"
