"Estacion","Fecha inicial","Fecha final","P"
"UNIVERSIDAD CES","2025-01-12","","617.32084883"
"UNIVERSIDAD CES","2025-01-11","","616.94296738"
"UNIVERSIDAD CES","2025-01-10","","616.75836992"
"UNIVERSIDAD CES","2025-01-09","","617.04097378"
"UNIVERSIDAD CES","2025-01-08","","617.31201522"
"UNIVERSIDAD CES","2025-01-07","","617.68407727"
"UNIVERSIDAD CES","2025-01-06","","617.47802973"
"UNIVERSIDAD CES","2025-01-05","","618.26588717"
"UNIVERSIDAD CES","2025-01-04","","618.27864258"
"UNIVERSIDAD CES","2025-01-03","","618.33662059"
"UNIVERSIDAD CES","2025-01-02","","617.63224661"
"UNIVERSIDAD CES","2025-01-01","","617.47163874"
"UNIVERSIDAD CES","2024-12-31","","617.08921501"
"UNIVERSIDAD CES","2024-12-30","","617.85669855"
"UNIVERSIDAD CES","2024-12-29","","618.00013024"
"UNIVERSIDAD CES","2024-12-28","","618.09055909"
"UNIVERSIDAD CES","2024-12-27","","618.00958573"
"UNIVERSIDAD CES","2024-12-26","","617.6825821"
"UNIVERSIDAD CES","2024-12-25","","617.20681213"
"UNIVERSIDAD CES","2024-12-24","","618.0343888"
"UNIVERSIDAD CES","2024-12-23","","618.3806212"
"UNIVERSIDAD CES","2024-12-22","","618.17073018"
"UNIVERSIDAD CES","2024-12-21","","617.69860175"
"UNIVERSIDAD CES","2024-12-20","","617.3998134"
"UNIVERSIDAD CES","2024-12-19","","617.62634383"
"UNIVERSIDAD CES","2024-12-18","","617.44561715"
"UNIVERSIDAD CES","2024-12-17","","617.48156411"
"UNIVERSIDAD CES","2024-12-16","","617.12929615"
"UNIVERSIDAD CES","2024-12-15","","616.82938443"
"UNIVERSIDAD CES","2024-12-14","","616.43566179"
"UNIVERSIDAD CES","2024-12-13","","616.44535826"
"UNIVERSIDAD CES","2024-12-12","","616.97264567"
"UNIVERSIDAD CES","2024-12-11","","616.89136346"
"UNIVERSIDAD CES","2024-12-10","","616.25073963"
"UNIVERSIDAD CES","2024-12-09","","616.20679206"
"UNIVERSIDAD CES","2024-12-08","","616.46129843"
"UNIVERSIDAD CES","2024-12-07","","616.82296469"
"UNIVERSIDAD CES","2024-12-06","","616.75242773"
"UNIVERSIDAD CES","2024-12-05","","616.55824116"
"UNIVERSIDAD CES","2024-12-04","","617.01979823"
"UNIVERSIDAD CES","2024-12-03","","617.49792813"
"UNIVERSIDAD CES","2024-12-02","","617.38968597"
"UNIVERSIDAD CES","2024-12-01","","617.02333395"
"UNIVERSIDAD CES","2024-11-30","","617.07918646"
"UNIVERSIDAD CES","2024-11-29","","617.4568538"
"UNIVERSIDAD CES","2024-11-28","","616.93566338"
"UNIVERSIDAD CES","2024-11-27","","617.22984163"
"UNIVERSIDAD CES","2024-11-26","","617.71416813"
"UNIVERSIDAD CES","2024-11-25","","618.03917647"
"UNIVERSIDAD CES","2024-11-24","","617.74584793"
"UNIVERSIDAD CES","2024-11-23","","618.32690809"
"UNIVERSIDAD CES","2024-11-22","","618.11471591"
